COD_S11,GENDER,STRATUM,SISBEN,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,SCHOOL_NAT,SEL,SEL_IHE
SB11201220437416,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,1
SB11201220437450,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,4,1
SB11201220437503,M,Stratum 2,Level 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220437840,F,Stratum 3,It is not classified by the SISBEN,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,1
SB11201220438162,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,4
SB11201220438271,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220438272,F,Stratum 4,It is not classified by the SISBEN,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,1,2
SB11201220438538,F,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220438786,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201220438793,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220438827,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,1
SB11201220439397,M,Stratum 2,It is not classified by the SISBEN,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,PRIVATE,2,1
SB11201220439434,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201220439605,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220439785,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,1
SB11201220439808,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220439835,M,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220439956,M,Stratum 1,It is not classified by the SISBEN,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201220439966,M,Stratum 2,Level 2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201220440115,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201220440125,F,Stratum 2,Level 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220440134,M,Stratum 2,Level 1,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201220440159,M,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220440463,M,Stratum 1,Level 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220440474,M,Stratum 1,Level 1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220440479,M,Stratum 2,Level 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201220440574,M,Stratum 1,Level 1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220440821,M,Stratum 2,Level 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220440823,M,Stratum 2,It is classified in another Level of the SISBEN,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220440858,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220441223,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220441231,M,Stratum 2,It is classified in another Level of the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,4
SB11201220441489,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,1
SB11201220441908,F,Stratum 1,Level 1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201220442658,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201220442920,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,3,1
SB11201220443056,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220443078,M,Stratum 2,Level 2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,1
SB11201220443353,F,Stratum 2,Level 2,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,3,1
SB11201220443371,F,Stratum 2,It is not classified by the SISBEN,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201220443760,F,Stratum 2,Level 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,3,2
SB11201220443821,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,3,2
SB11201220444115,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,2,2
SB11201220444139,M,Stratum 2,Level 1,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220444262,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201220444489,M,Stratum 1,Level 1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201220444605,F,Stratum 1,Level 1,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201220444944,M,Stratum 1,Level 1,No,No,No,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220444950,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220445400,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,1
SB11201220445440,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,1,1
SB11201220445496,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,1
SB11201220445510,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220445524,F,Stratum 2,It is not classified by the SISBEN,No,Yes,No,No,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,4,1
SB11201220445527,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Unknown,PRIVATE,4,2
SB11201220445573,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,1
SB11201220445577,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,1
SB11201220445849,M,Stratum 2,It is not classified by the SISBEN,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220445976,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220446020,M,Stratum 2,Level 2,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,1
SB11201220446061,M,Stratum 2,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220446100,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201220446109,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201220446115,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201220446116,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,1,2
SB11201220446126,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220446170,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,2,2
SB11201220446205,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220446213,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220446249,M,Stratum 1,Level 1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220446610,M,Stratum 1,Level 1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,2
SB11201220446818,M,Stratum 2,It is not classified by the SISBEN,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,1
SB11201220446891,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,1
SB11201220446920,M,Stratum 2,It is not classified by the SISBEN,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,1
SB11201220446923,M,Stratum 1,It is not classified by the SISBEN,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201220446965,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PUBLIC,2,1
SB11201220446997,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201220447000,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201220448729,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,1
SB11201220449002,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220449003,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220449010,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220449017,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201220449359,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220449360,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220449757,F,Stratum 1,Level 1,No,No,No,No,No,No,Yes,No,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220449870,F,Stratum 2,Level 2,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,1
SB11201220449902,F,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201220449904,M,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220449908,F,Stratum 2,Level 2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201220449989,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,1
SB11201220450267,F,Stratum 1,Level 1,No,No,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220451134,F,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,less than 1 LMMW,PUBLIC,2,1
SB11201220451178,F,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201220451206,M,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,less than 1 LMMW,PUBLIC,3,2
SB11201220451229,M,Stratum 2,Level 2,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,less than 1 LMMW,PUBLIC,3,2
SB11201220451288,F,Stratum 1,Level 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,PRIVATE,3,2
SB11201220451491,M,Stratum 1,Level 1,No,No,No,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201220451550,M,Stratum 1,Level 1,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201220451788,F,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201220452508,F,Stratum 1,Level 1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220453436,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,1,1
SB11201220453737,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201220453924,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201220454473,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,2,4
SB11201220454542,F,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220454731,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201220455273,M,Stratum 2,Level 1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201220455909,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220456070,M,Stratum 1,Level 1,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220456647,M,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201220456751,F,Stratum 2,It is not classified by the SISBEN,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201220456752,F,Stratum 1,It is not classified by the SISBEN,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,1,1
SB11201220456786,F,Stratum 1,Level 1,No,Yes,No,Yes,No,No,No,No,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220457091,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201220458030,F,Stratum 1,Level 1,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201220458189,F,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,2
SB11201220458231,M,Stratum 1,Level 1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220458395,F,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220459343,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201220459403,M,Stratum 2,Level 2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220459503,F,Stratum 3,Level 3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,4,3
SB11201220459809,F,Stratum 2,Level 2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220459868,F,Stratum 3,Level 3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201220459896,F,Stratum 2,Level 2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,4
SB11201220459970,M,Stratum 1,Level 1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,3,2
SB11201220460274,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Unknown,PRIVATE,4,4
SB11201220460345,M,Stratum 2,Level 2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,4
SB11201220460358,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,3
SB11201220460550,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,3
SB11201220460590,M,Stratum 2,Level 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,3
SB11201220460617,F,Stratum 2,Level 2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,3
SB11201220460816,F,Stratum 2,Level 3,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,4
SB11201220460853,M,Stratum 2,Level 1,No,Yes,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,2
SB11201220460960,M,Stratum 2,Level 2,No,Yes,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201220461015,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220461063,F,Stratum 2,Level 2,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,2
SB11201220461075,F,Stratum 3,Level 3,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201220461117,M,Stratum 2,Level 2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201220461266,M,Stratum 2,Level 2,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220461459,M,Stratum 2,Level 2,No,No,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220461672,F,Stratum 3,Level 3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,4
SB11201220461676,M,Stratum 2,Level 2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,3,4
SB11201220461727,F,Stratum 2,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220461746,F,Stratum 3,Level 2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201220461874,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,1,2
SB11201220461913,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Unknown,PRIVATE,3,3
SB11201220461964,M,Stratum 3,It is not classified by the SISBEN,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,3
SB11201220462664,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201220462672,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220462763,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220462890,F,Stratum 3,Level 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,4
SB11201220463013,F,Stratum 3,Level 3,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201220463034,M,Stratum 2,Level 2,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220463085,M,Stratum 3,Level 3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,4
SB11201220463583,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201220463649,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PRIVATE,4,4
SB11201220463658,M,Stratum 2,Level 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201220463659,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,4
SB11201220463662,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,4
SB11201220463686,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,4
SB11201220463688,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201220463757,F,Stratum 2,Level 1,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
